image,class,xmin,ymin,xmax,ymax
images\Spurious_copper\07_spurious_copper_06.jpg,spurious_copper,1796,781,1853,901
images\Spurious_copper\07_spurious_copper_06.jpg,spurious_copper,1591,827,1649,936
images\Spurious_copper\07_spurious_copper_06.jpg,spurious_copper,1934,826,2013,908
images\Spurious_copper\07_spurious_copper_07.jpg,spurious_copper,1870,777,1918,894
images\Spurious_copper\07_spurious_copper_07.jpg,spurious_copper,2125,791,2279,857
images\Spurious_copper\07_spurious_copper_07.jpg,spurious_copper,1029,927,1201,989
images\Spurious_copper\07_spurious_copper_07.jpg,spurious_copper,2215,584,2267,669
images\Spurious_copper\07_spurious_copper_07.jpg,spurious_copper,1982,439,2080,512
images\Spurious_copper\07_spurious_copper_08.jpg,spurious_copper,1358,477,1449,529
images\Spurious_copper\07_spurious_copper_08.jpg,spurious_copper,1029,936,1186,979
images\Spurious_copper\07_spurious_copper_08.jpg,spurious_copper,1306,850,1460,903
images\Spurious_copper\07_spurious_copper_08.jpg,spurious_copper,1736,851,1772,920
images\Spurious_copper\07_spurious_copper_08.jpg,spurious_copper,1986,863,2122,910
images\Spurious_copper\07_spurious_copper_09.jpg,spurious_copper,1532,665,1658,715
images\Spurious_copper\07_spurious_copper_09.jpg,spurious_copper,2073,858,2203,903
images\Spurious_copper\07_spurious_copper_09.jpg,spurious_copper,1455,881,1499,991
images\Spurious_copper\07_spurious_copper_09.jpg,spurious_copper,1737,791,1787,907
images\Spurious_copper\07_spurious_copper_09.jpg,spurious_copper,684,744,732,877
images\Spurious_copper\07_spurious_copper_10.jpg,spurious_copper,1049,243,1146,294
images\Spurious_copper\07_spurious_copper_10.jpg,spurious_copper,1634,662,1718,705
images\Spurious_copper\07_spurious_copper_10.jpg,spurious_copper,1863,774,1922,889
images\Spurious_copper\07_spurious_copper_10.jpg,spurious_copper,1515,874,1570,967
images\Spurious_copper\07_spurious_copper_10.jpg,spurious_copper,989,1098,1087,1148
images\Spurious_copper\08_spurious_copper_01.jpg,spurious_copper,915,1226,1020,1277
images\Spurious_copper\08_spurious_copper_01.jpg,spurious_copper,1778,1266,1907,1316
images\Spurious_copper\08_spurious_copper_01.jpg,spurious_copper,797,892,845,1003
images\Spurious_copper\08_spurious_copper_01.jpg,spurious_copper,2284,1028,2330,1131
images\Spurious_copper\08_spurious_copper_01.jpg,spurious_copper,2063,716,2110,820
images\Spurious_copper\08_spurious_copper_02.jpg,spurious_copper,932,911,991,1003
images\Spurious_copper\08_spurious_copper_02.jpg,spurious_copper,1696,893,1745,998
images\Spurious_copper\08_spurious_copper_02.jpg,spurious_copper,2363,1310,2404,1411
images\Spurious_copper\08_spurious_copper_02.jpg,spurious_copper,433,1393,514,1464
images\Spurious_copper\08_spurious_copper_02.jpg,spurious_copper,253,1752,304,1849
images\Spurious_copper\08_spurious_copper_03.jpg,spurious_copper,1386,1141,1440,1256
images\Spurious_copper\08_spurious_copper_03.jpg,spurious_copper,1987,734,2038,851
images\Spurious_copper\08_spurious_copper_03.jpg,spurious_copper,2414,1274,2507,1331
images\Spurious_copper\08_spurious_copper_03.jpg,spurious_copper,1250,1788,1371,1851
images\Spurious_copper\08_spurious_copper_03.jpg,spurious_copper,2430,977,2484,1080
images\Spurious_copper\08_spurious_copper_04.jpg,spurious_copper,1763,962,1896,1018
images\Spurious_copper\08_spurious_copper_04.jpg,spurious_copper,2041,1051,2100,1138
images\Spurious_copper\08_spurious_copper_04.jpg,spurious_copper,2564,1257,2650,1310
images\Spurious_copper\08_spurious_copper_04.jpg,spurious_copper,2248,1454,2387,1510
images\Spurious_copper\08_spurious_copper_04.jpg,spurious_copper,1150,997,1258,1047
images\Spurious_copper\08_spurious_copper_05.jpg,spurious_copper,2033,713,2094,833
images\Spurious_copper\08_spurious_copper_05.jpg,spurious_copper,2268,1306,2328,1410
images\Spurious_copper\08_spurious_copper_05.jpg,spurious_copper,1396,1298,1523,1347
images\Spurious_copper\08_spurious_copper_05.jpg,spurious_copper,787,892,835,977
images\Spurious_copper\08_spurious_copper_05.jpg,spurious_copper,2581,1602,2623,1695
images\Spurious_copper\08_spurious_copper_06.jpg,spurious_copper,1625,906,1682,1010
images\Spurious_copper\08_spurious_copper_06.jpg,spurious_copper,663,1225,763,1270
images\Spurious_copper\08_spurious_copper_06.jpg,spurious_copper,292,1813,340,1902
images\Spurious_copper\08_spurious_copper_06.jpg,spurious_copper,2402,1293,2441,1415
images\Spurious_copper\08_spurious_copper_06.jpg,spurious_copper,1989,1425,2032,1508
images\Spurious_copper\08_spurious_copper_07.jpg,spurious_copper,1628,915,1681,998
images\Spurious_copper\08_spurious_copper_07.jpg,spurious_copper,2423,962,2481,1052
images\Spurious_copper\08_spurious_copper_07.jpg,spurious_copper,1981,1180,2032,1270
images\Spurious_copper\08_spurious_copper_07.jpg,spurious_copper,663,1211,774,1275
images\Spurious_copper\08_spurious_copper_07.jpg,spurious_copper,1645,1800,1759,1856
images\Spurious_copper\08_spurious_copper_08.jpg,spurious_copper,2035,716,2099,818
images\Spurious_copper\08_spurious_copper_08.jpg,spurious_copper,1625,910,1679,1010
images\Spurious_copper\08_spurious_copper_08.jpg,spurious_copper,2268,1023,2328,1129
images\Spurious_copper\08_spurious_copper_08.jpg,spurious_copper,1378,1105,1504,1167
images\Spurious_copper\08_spurious_copper_08.jpg,spurious_copper,555,1259,671,1339
images\Spurious_copper\08_spurious_copper_09.jpg,spurious_copper,2014,667,2102,725
images\Spurious_copper\08_spurious_copper_09.jpg,spurious_copper,1743,1152,1794,1236
images\Spurious_copper\08_spurious_copper_09.jpg,spurious_copper,2035,1046,2099,1134
images\Spurious_copper\08_spurious_copper_09.jpg,spurious_copper,1359,1798,1464,1846
images\Spurious_copper\08_spurious_copper_09.jpg,spurious_copper,796,838,855,925
images\Spurious_copper\08_spurious_copper_10.jpg,spurious_copper,2069,1052,2110,1129
images\Spurious_copper\08_spurious_copper_10.jpg,spurious_copper,2294,1046,2333,1125
images\Spurious_copper\08_spurious_copper_10.jpg,spurious_copper,2410,1275,2487,1320
images\Spurious_copper\08_spurious_copper_10.jpg,spurious_copper,1604,1157,1645,1266
images\Spurious_copper\08_spurious_copper_10.jpg,spurious_copper,863,1225,955,1269
images\Spurious_copper\09_spurious_copper_01.jpg,spurious_copper,1294,1022,1417,1079
images\Spurious_copper\09_spurious_copper_01.jpg,spurious_copper,2171,1035,2223,1138
images\Spurious_copper\09_spurious_copper_01.jpg,spurious_copper,2525,815,2587,928
images\Spurious_copper\09_spurious_copper_01.jpg,spurious_copper,1935,161,1979,258
images\Spurious_copper\09_spurious_copper_01.jpg,spurious_copper,808,413,866,502
images\Spurious_copper\09_spurious_copper_02.jpg,spurious_copper,1294,417,1348,500
images\Spurious_copper\09_spurious_copper_02.jpg,spurious_copper,948,876,1071,927
images\Spurious_copper\09_spurious_copper_02.jpg,spurious_copper,1851,1412,1905,1527
images\Spurious_copper\09_spurious_copper_02.jpg,spurious_copper,627,1554,692,1617
images\Spurious_copper\09_spurious_copper_02.jpg,spurious_copper,318,1653,423,1705
images\Spurious_copper\09_spurious_copper_03.jpg,spurious_copper,1381,423,1431,538
images\Spurious_copper\09_spurious_copper_03.jpg,spurious_copper,1576,415,1635,525
images\Spurious_copper\09_spurious_copper_03.jpg,spurious_copper,2543,802,2628,897
images\Spurious_copper\09_spurious_copper_03.jpg,spurious_copper,1725,1186,1781,1295
images\Spurious_copper\09_spurious_copper_03.jpg,spurious_copper,2284,508,2376,558
images\Spurious_copper\09_spurious_copper_04.jpg,spurious_copper,1018,413,1072,508
images\Spurious_copper\09_spurious_copper_04.jpg,spurious_copper,2543,918,2627,994
images\Spurious_copper\09_spurious_copper_04.jpg,spurious_copper,1382,977,1530,1030
images\Spurious_copper\09_spurious_copper_04.jpg,spurious_copper,2281,423,2381,472
images\Spurious_copper\09_spurious_copper_04.jpg,spurious_copper,559,741,618,874
images\Spurious_copper\09_spurious_copper_05.jpg,spurious_copper,812,413,856,523
images\Spurious_copper\09_spurious_copper_05.jpg,spurious_copper,564,720,608,841
images\Spurious_copper\09_spurious_copper_05.jpg,spurious_copper,908,725,951,833
images\Spurious_copper\09_spurious_copper_05.jpg,spurious_copper,1858,1186,1904,1320
images\Spurious_copper\09_spurious_copper_05.jpg,spurious_copper,1754,1610,1881,1658
images\Spurious_copper\09_spurious_copper_06.jpg,spurious_copper,1597,425,1645,541
images\Spurious_copper\09_spurious_copper_06.jpg,spurious_copper,879,423,927,528
images\Spurious_copper\09_spurious_copper_06.jpg,spurious_copper,1092,702,1145,810
images\Spurious_copper\09_spurious_copper_06.jpg,spurious_copper,851,981,972,1045
images\Spurious_copper\09_spurious_copper_06.jpg,spurious_copper,2018,1059,2061,1186
images\Spurious_copper\09_spurious_copper_06.jpg,spurious_copper,1249,1512,1366,1564
images\Spurious_copper\09_spurious_copper_07.jpg,spurious_copper,1436,433,1484,531
images\Spurious_copper\09_spurious_copper_07.jpg,spurious_copper,743,710,790,815
images\Spurious_copper\09_spurious_copper_07.jpg,spurious_copper,2095,989,2225,1048
images\Spurious_copper\09_spurious_copper_07.jpg,spurious_copper,1922,1128,1979,1269
images\Spurious_copper\09_spurious_copper_07.jpg,spurious_copper,1577,1202,1667,1253
images\Spurious_copper\09_spurious_copper_08.jpg,spurious_copper,1159,827,1289,894
images\Spurious_copper\09_spurious_copper_08.jpg,spurious_copper,1784,1204,1849,1327
images\Spurious_copper\09_spurious_copper_08.jpg,spurious_copper,1522,922,1692,994
images\Spurious_copper\09_spurious_copper_08.jpg,spurious_copper,2256,1027,2364,1086
images\Spurious_copper\09_spurious_copper_08.jpg,spurious_copper,1159,1113,1215,1179
images\Spurious_copper\09_spurious_copper_09.jpg,spurious_copper,1077,536,1189,625
images\Spurious_copper\09_spurious_copper_09.jpg,spurious_copper,1584,425,1653,543
images\Spurious_copper\09_spurious_copper_09.jpg,spurious_copper,1100,1110,1146,1181
images\Spurious_copper\09_spurious_copper_09.jpg,spurious_copper,2533,799,2617,890
images\Spurious_copper\09_spurious_copper_09.jpg,spurious_copper,681,405,730,502
images\Spurious_copper\09_spurious_copper_10.jpg,spurious_copper,2004,1038,2069,1148
images\Spurious_copper\09_spurious_copper_10.jpg,spurious_copper,1927,1405,1971,1482
images\Spurious_copper\09_spurious_copper_10.jpg,spurious_copper,1777,1446,1835,1541
images\Spurious_copper\09_spurious_copper_10.jpg,spurious_copper,1313,1310,1405,1371
images\Spurious_copper\09_spurious_copper_10.jpg,spurious_copper,776,1548,877,1617
images\Spurious_copper\10_spurious_copper_01.jpg,spurious_copper,1832,460,1930,519
images\Spurious_copper\10_spurious_copper_01.jpg,spurious_copper,1229,861,1290,974
images\Spurious_copper\10_spurious_copper_01.jpg,spurious_copper,910,1403,962,1508
images\Spurious_copper\10_spurious_copper_01.jpg,spurious_copper,1181,1512,1301,1569
images\Spurious_copper\10_spurious_copper_01.jpg,spurious_copper,1469,1266,1526,1385
images\Spurious_copper\10_spurious_copper_02.jpg,spurious_copper,1492,573,1556,666
images\Spurious_copper\10_spurious_copper_02.jpg,spurious_copper,1397,160,1526,219
images\Spurious_copper\10_spurious_copper_02.jpg,spurious_copper,1075,1016,1124,1127
images\Spurious_copper\10_spurious_copper_02.jpg,spurious_copper,1543,922,1652,973
images\Spurious_copper\10_spurious_copper_02.jpg,spurious_copper,948,402,991,499
images\Spurious_copper\10_spurious_copper_03.jpg,spurious_copper,1595,585,1640,669
images\Spurious_copper\10_spurious_copper_03.jpg,spurious_copper,1719,1032,1774,1121
images\Spurious_copper\10_spurious_copper_03.jpg,spurious_copper,1152,754,1223,832
images\Spurious_copper\10_spurious_copper_03.jpg,spurious_copper,1197,1695,1316,1747
images\Spurious_copper\10_spurious_copper_03.jpg,spurious_copper,716,821,808,890
images\Spurious_copper\10_spurious_copper_04.jpg,spurious_copper,1272,557,1316,641
images\Spurious_copper\10_spurious_copper_04.jpg,spurious_copper,1246,231,1355,279
images\Spurious_copper\10_spurious_copper_04.jpg,spurious_copper,1636,1050,1679,1137
images\Spurious_copper\10_spurious_copper_04.jpg,spurious_copper,1868,996,1921,1071
images\Spurious_copper\10_spurious_copper_04.jpg,spurious_copper,1978,1419,2017,1493
images\Spurious_copper\10_spurious_copper_05.jpg,spurious_copper,1142,389,1236,435
images\Spurious_copper\10_spurious_copper_05.jpg,spurious_copper,1434,834,1519,880
images\Spurious_copper\10_spurious_copper_05.jpg,spurious_copper,1719,1022,1759,1121
images\Spurious_copper\10_spurious_copper_05.jpg,spurious_copper,907,771,1010,821
images\Spurious_copper\10_spurious_copper_05.jpg,spurious_copper,1237,874,1291,992
images\Spurious_copper\10_spurious_copper_05.jpg,spurious_copper,1365,1293,1414,1377
images\Spurious_copper\10_spurious_copper_06.jpg,spurious_copper,1527,993,1633,1054
images\Spurious_copper\10_spurious_copper_06.jpg,spurious_copper,1769,1005,1820,1071
images\Spurious_copper\10_spurious_copper_06.jpg,spurious_copper,1968,999,2024,1070
images\Spurious_copper\10_spurious_copper_06.jpg,spurious_copper,1072,1015,1124,1108
images\Spurious_copper\10_spurious_copper_06.jpg,spurious_copper,1471,1244,1514,1353
images\Spurious_copper\11_spurious_copper_01.jpg,spurious_copper,904,350,958,434
images\Spurious_copper\11_spurious_copper_01.jpg,spurious_copper,1117,642,1163,739
images\Spurious_copper\11_spurious_copper_01.jpg,spurious_copper,1222,1088,1296,1131
images\Spurious_copper\11_spurious_copper_01.jpg,spurious_copper,1170,1422,1206,1494
images\Spurious_copper\11_spurious_copper_01.jpg,spurious_copper,827,1363,883,1411
images\Spurious_copper\11_spurious_copper_02.jpg,spurious_copper,755,840,832,888
images\Spurious_copper\11_spurious_copper_02.jpg,spurious_copper,547,850,620,906
images\Spurious_copper\11_spurious_copper_02.jpg,spurious_copper,501,1381,545,1472
images\Spurious_copper\11_spurious_copper_02.jpg,spurious_copper,711,1591,788,1681
images\Spurious_copper\11_spurious_copper_02.jpg,spurious_copper,1411,1606,1458,1699
images\Spurious_copper\11_spurious_copper_03.jpg,spurious_copper,640,604,719,670
images\Spurious_copper\11_spurious_copper_03.jpg,spurious_copper,414,1311,463,1424
images\Spurious_copper\11_spurious_copper_03.jpg,spurious_copper,1424,1160,1488,1234
images\Spurious_copper\11_spurious_copper_03.jpg,spurious_copper,1463,1565,1520,1655
images\Spurious_copper\11_spurious_copper_03.jpg,spurious_copper,1739,1613,1820,1670
images\Spurious_copper\11_spurious_copper_04.jpg,spurious_copper,1109,678,1161,778
images\Spurious_copper\11_spurious_copper_04.jpg,spurious_copper,773,642,891,691
images\Spurious_copper\11_spurious_copper_04.jpg,spurious_copper,1407,873,1452,965
images\Spurious_copper\11_spurious_copper_04.jpg,spurious_copper,1184,1222,1286,1268
images\Spurious_copper\11_spurious_copper_04.jpg,spurious_copper,1804,1839,1858,1926
images\Spurious_copper\11_spurious_copper_05.jpg,spurious_copper,812,152,916,211
images\Spurious_copper\11_spurious_copper_05.jpg,spurious_copper,1389,344,1468,431
images\Spurious_copper\11_spurious_copper_05.jpg,spurious_copper,798,1042,894,1096
images\Spurious_copper\11_spurious_copper_05.jpg,spurious_copper,1155,1088,1266,1132
images\Spurious_copper\11_spurious_copper_05.jpg,spurious_copper,1371,1204,1445,1275
images\Spurious_copper\11_spurious_copper_06.jpg,spurious_copper,1089,342,1158,413
images\Spurious_copper\11_spurious_copper_06.jpg,spurious_copper,1314,375,1376,452
images\Spurious_copper\11_spurious_copper_06.jpg,spurious_copper,1634,757,1686,870
images\Spurious_copper\11_spurious_copper_06.jpg,spurious_copper,752,1185,863,1237
images\Spurious_copper\11_spurious_copper_06.jpg,spurious_copper,1806,1942,1907,2022
images\Spurious_copper\11_spurious_copper_07.jpg,spurious_copper,709,547,771,614
images\Spurious_copper\11_spurious_copper_07.jpg,spurious_copper,1453,540,1547,629
images\Spurious_copper\11_spurious_copper_07.jpg,spurious_copper,1163,842,1235,921
images\Spurious_copper\11_spurious_copper_07.jpg,spurious_copper,455,788,557,844
images\Spurious_copper\11_spurious_copper_07.jpg,spurious_copper,953,1372,1035,1494
images\Spurious_copper\11_spurious_copper_08.jpg,spurious_copper,491,231,640,340
images\Spurious_copper\11_spurious_copper_08.jpg,spurious_copper,1034,124,1117,209
images\Spurious_copper\11_spurious_copper_08.jpg,spurious_copper,350,906,424,1050
images\Spurious_copper\11_spurious_copper_08.jpg,spurious_copper,647,1150,737,1235
images\Spurious_copper\11_spurious_copper_08.jpg,spurious_copper,466,1363,525,1503
images\Spurious_copper\11_spurious_copper_09.jpg,spurious_copper,776,581,902,631
images\Spurious_copper\11_spurious_copper_09.jpg,spurious_copper,1407,867,1457,958
images\Spurious_copper\11_spurious_copper_09.jpg,spurious_copper,870,862,932,926
images\Spurious_copper\11_spurious_copper_09.jpg,spurious_copper,1402,1594,1463,1694
images\Spurious_copper\11_spurious_copper_09.jpg,spurious_copper,1125,1686,1209,1758
images\Spurious_copper\11_spurious_copper_09.jpg,spurious_copper,925,2045,1068,2106
images\Spurious_copper\11_spurious_copper_10.jpg,spurious_copper,757,1181,858,1234
images\Spurious_copper\11_spurious_copper_10.jpg,spurious_copper,1058,1465,1106,1578
images\Spurious_copper\11_spurious_copper_10.jpg,spurious_copper,673,1632,760,1726
images\Spurious_copper\11_spurious_copper_10.jpg,spurious_copper,1416,1940,1534,1998
images\Spurious_copper\11_spurious_copper_10.jpg,spurious_copper,1661,2040,1804,2104
images\Spurious_copper\12_spurious_copper_01.jpg,spurious_copper,1629,577,1680,654
images\Spurious_copper\12_spurious_copper_01.jpg,spurious_copper,1842,1419,1880,1521
images\Spurious_copper\12_spurious_copper_01.jpg,spurious_copper,727,1639,842,1683
images\Spurious_copper\12_spurious_copper_01.jpg,spurious_copper,1666,1859,1791,1908
images\Spurious_copper\12_spurious_copper_01.jpg,spurious_copper,1489,2263,1607,2312
images\Spurious_copper\12_spurious_copper_02.jpg,spurious_copper,1346,248,1397,359
images\Spurious_copper\12_spurious_copper_02.jpg,spurious_copper,1962,124,2080,168
images\Spurious_copper\12_spurious_copper_02.jpg,spurious_copper,913,1050,1006,1090
images\Spurious_copper\12_spurious_copper_02.jpg,spurious_copper,1984,1415,2037,1501
images\Spurious_copper\12_spurious_copper_02.jpg,spurious_copper,2295,997,2347,1081
images\Spurious_copper\12_spurious_copper_03.jpg,spurious_copper,2197,323,2240,399
